thermal,met,userid,experimentid,responseSpeed
11.0,9.0,dorn07,dorn,14.554
11.0,9.0,dorn12,dorn,7836.374
10.0,8.0,dorn15,dorn,10.747
11.0,8.0,dorn07,dorn,32.921
11.0,9.0,dorn12,dorn,5.79
10.0,9.0,dorn11,dorn,3047.338
9.0,8.0,dorn07,dorn,16.468
10.0,10.0,dorn15,dorn,10.243
11.0,9.0,dorn03,dorn,9.479
10.0,9.0,dorn11,dorn,11.335
10.0,9.0,dorn03,dorn,13.637
11.0,9.0,dorn12,dorn,18.523
11.0,9.0,dorn13,dorn,11.516
9.0,8.0,dorn07,dorn,6228.227
10.0,10.0,dorn15,dorn,9.005
10.0,9.0,dorn07,dorn,15.755
11.0,9.0,dorn12,dorn,9.89
10.0,9.0,dorn11,dorn,16.806
10.0,10.0,dorn15,dorn,9.588
10.0,9.0,dorn13,dorn,12.526
10.0,9.0,dorn13,dorn,7.75
10.0,9.0,dorn15,dorn,8.225
10.0,9.0,dorn11,dorn,19.534
10.0,9.0,dorn07,dorn,12.058
11.0,9.0,dorn12,dorn,11.962
10.0,9.0,dorn11,dorn,9.489
10.0,9.0,dorn03,dorn,14.204
11.0,9.0,dorn08,dorn,14.561
10.0,9.0,dorn03,dorn,6.269
10.0,9.0,dorn13,dorn,10.023
11.0,10.0,dorn08,dorn,11.766
10.0,8.0,dorn02,dorn,16.288
10.0,9.0,dorn03,dorn,1514.89
10.0,9.0,dorn13,dorn,9.288
10.0,9.0,dorn08,dorn,13.177
9.0,11.0,dorn07,dorn,17.445
9.0,11.0,dorn07,dorn,17.036
10.0,9.0,dorn15,dorn,9.64
10.0,8.0,dorn12,dorn,340.17
10.0,10.0,dorn03,dorn,17.502
10.0,9.0,dorn11,dorn,28.201
10.0,10.0,dorn08,dorn,23.113
10.0,9.0,dorn13,dorn,9.127
10.0,9.0,dorn15,dorn,12.499
10.0,8.0,dorn02,dorn,11.507
10.0,8.0,dorn07,dorn,23.199
10.0,8.0,dorn02,dorn,11.332
10.0,9.0,dorn13,dorn,11.873
10.0,8.0,dorn11,dorn,16.211
10.0,9.0,dorn03,dorn,13.532
10.0,9.0,dorn02,dorn,14.488
11.0,9.0,dorn12,dorn,8.413
10.0,9.0,dorn07,dorn,99.575
10.0,8.0,dorn15,dorn,501.5
10.0,8.0,dorn15,dorn,10.191
10.0,8.0,dorn11,dorn,3726.485
10.0,9.0,dorn12,dorn,6.993
10.0,9.0,dorn11,dorn,12.949
10.0,10.0,dorn15,dorn,11.158
11.0,9.0,dorn12,dorn,12.119
11.0,9.0,dorn03,dorn,46009.904
11.0,9.0,dorn11,dorn,25.042
10.0,9.0,dorn15,dorn,16.35
10.0,8.0,dorn11,dorn,11.549
10.0,9.0,dorn07,dorn,18.753
10.0,8.0,dorn11,dorn,10.871
10.0,10.0,dorn15,dorn,1748.419
10.0,9.0,dorn13,dorn,2437.924
11.0,9.0,dorn15,dorn,9.467
9.0,,test,dorn,0.755
11.0,,test,dorn,1.07
9.0,,test,dorn,0.613
11.0,,test,dorn,0.566
9.0,,test,dorn,0.57
11.0,,test,dorn,0.505
10.0,9.0,dorn14,dorn,6.706
9.0,,test,dorn,0.482
11.0,10.0,dorn12,dorn,225.521
10.0,9.0,dorn14,dorn,5.225
10.0,9.0,dorn14,dorn,5.499
9.0,,test,dorn,1.311
11.0,,test,dorn,1.391
9.0,,test,dorn,1.151
10.0,9.0,dorn14,dorn,7.154
,,dorn14,dorn,0.029
,,dorn14,dorn,0.051
,,test,dorn,0.035
,,test,dorn,0.033
10.0,10.0,dorn07,dorn,3963.79
10.0,8.0,dorn08,dorn,11.752
10.0,8.0,dorn03,dorn,687.274
10.0,9.0,dorn02,dorn,12.696
10.0,9.0,dorn07,dorn,8.976
10.0,9.0,dorn11,dorn,11.766
10.0,8.0,dorn12,dorn,863.767
10.0,9.0,dorn08,dorn,9.358
10.0,9.0,dorn02,dorn,9.538
,,test,dorn,0.053
10.0,9.0,dorn15,dorn,2456.767
10.0,8.0,dorn02,dorn,19.039
11.0,9.0,dorn13,dorn,10.567
10.0,9.0,dorn13,dorn,23.107
10.0,9.0,dorn15,dorn,6.149
10.0,9.0,dorn11,dorn,8.142
11.0,9.0,dorn03,dorn,2262.107
10.0,9.0,dorn11,dorn,23.533
10.0,8.0,dorn12,dorn,50.846
10.0,9.0,dorn03,dorn,29.697
10.0,9.0,dorn08,dorn,15.33
10.0,8.0,dorn07,dorn,2233.1
9.0,9.0,dorn03,dorn,367.791
10.0,9.0,dorn03,dorn,19.604
10.0,9.0,dorn07,dorn,22.644
10.0,9.0,dorn07,dorn,15.371
10.0,8.0,dorn12,dorn,25.096
10.0,10.0,dorn02,dorn,10.605
9.0,10.0,dorn03,dorn,28.682
9.0,10.0,dorn03,dorn,12.047
9.0,10.0,dorn03,dorn,10.491
10.0,9.0,dorn13,dorn,7.934
9.0,10.0,dorn03,dorn,10.107
11.0,10.0,dorn11,dorn,14.792
10.0,9.0,dorn13,dorn,27.605
11.0,10.0,dorn03,dorn,16.771
10.0,9.0,dorn08,dorn,18.397
10.0,9.0,dorn07,dorn,122.945
10.0,9.0,dorn13,dorn,27.387
10.0,9.0,dorn11,dorn,14.009
10.0,9.0,dorn03,dorn,41.534
11.0,10.0,dorn02,dorn,10.175
10.0,9.0,dorn12,dorn,7.793
10.0,9.0,dorn13,dorn,8.484
10.0,9.0,dorn12,dorn,10.682
10.0,9.0,dorn08,dorn,14.139
10.0,9.0,dorn11,dorn,6.591
10.0,9.0,dorn11,dorn,10.406
10.0,8.0,dorn02,dorn,9.935
10.0,8.0,dorn08,dorn,9.359
10.0,8.0,dorn08,dorn,13.513
10.0,9.0,dorn11,dorn,7.423
10.0,8.0,dorn02,dorn,12.172
10.0,9.0,dorn12,dorn,7.663
10.0,9.0,dorn11,dorn,1535.434
11.0,10.0,dorn15,dorn,10.334
10.0,9.0,dorn11,dorn,8.507
10.0,9.0,dorn12,dorn,3708.153
10.0,9.0,dorn12,dorn,11.189
10.0,9.0,dorn15,dorn,7.264
10.0,9.0,dorn13,dorn,8.74
10.0,8.0,dorn08,dorn,11.225
10.0,9.0,dorn11,dorn,13.419
11.0,9.0,dorn08,dorn,16.918
11.0,9.0,dorn08,dorn,25.485
10.0,9.0,dorn12,dorn,14.827
10.0,8.0,dorn15,dorn,39.693
11.0,9.0,dorn13,dorn,16.001
10.0,9.0,dorn15,dorn,8.793
11.0,9.0,dorn08,dorn,9.049
11.0,9.0,dorn13,dorn,17.012
11.0,9.0,dorn08,dorn,18.531
10.0,9.0,dorn13,dorn,17.935
10.0,9.0,dorn12,dorn,10.244
10.0,9.0,dorn07,dorn,15.306
10.0,9.0,dorn13,dorn,11.095
11.0,9.0,dorn08,dorn,14.023
11.0,10.0,dorn13,dorn,190.115
11.0,9.0,dorn03,dorn,12.874
11.0,10.0,dorn03,dorn,11.477
10.0,9.0,dorn03,dorn,11.61
11.0,9.0,dorn08,dorn,14.856
10.0,11.0,dorn07,dorn,63.634
10.0,9.0,dorn13,dorn,18.509
10.0,8.0,dorn11,dorn,16.271
10.0,9.0,dorn03,dorn,57.221
10.0,8.0,dorn12,dorn,774.034
10.0,9.0,dorn03,dorn,6.936
11.0,9.0,dorn08,dorn,10.009
10.0,10.0,dorn13,dorn,32.718
10.0,9.0,dorn03,dorn,1000.383
10.0,9.0,dorn03,dorn,7.74
10.0,9.0,dorn13,dorn,17.535
10.0,9.0,dorn11,dorn,8.18
10.0,8.0,dorn12,dorn,30.525
10.0,8.0,dorn03,dorn,1257.554
10.0,9.0,dorn13,dorn,238.479
10.0,9.0,dorn03,dorn,479.834
10.0,9.0,dorn03,dorn,9.456
10.0,9.0,dorn03,dorn,7.937
10.0,9.0,dorn11,dorn,11.876
11.0,9.0,dorn03,dorn,9.67
10.0,9.0,dorn07,dorn,18.808
10.0,9.0,dorn13,dorn,15.149
10.0,9.0,dorn12,dorn,9.298
10.0,9.0,dorn11,dorn,767.835
11.0,10.0,dorn03,dorn,2551.462
10.0,9.0,dorn03,dorn,9.527
10.0,9.0,dorn03,dorn,9.21
10.0,9.0,dorn11,dorn,8.405
10.0,9.0,dorn03,dorn,13.987
10.0,9.0,dorn03,dorn,9.813
10.0,9.0,dorn03,dorn,7.628
11.0,9.0,dorn11,dorn,10.413
10.0,9.0,dorn03,dorn,10.019
10.0,9.0,dorn15,dorn,9.332
11.0,9.0,dorn13,dorn,12.142
11.0,9.0,dorn13,dorn,13.184
10.0,9.0,dorn11,dorn,7.44
10.0,9.0,dorn13,dorn,29.734
10.0,9.0,dorn13,dorn,9.294
10.0,9.0,dorn12,dorn,5.871
10.0,9.0,dorn03,dorn,7.301
10.0,10.0,dorn11,dorn,674.669
10.0,9.0,dorn13,dorn,12.368
10.0,9.0,dorn12,dorn,12.44
10.0,9.0,dorn13,dorn,15.809
10.0,9.0,dorn03,dorn,8.648
11.0,10.0,dorn03,dorn,13.883
11.0,10.0,dorn11,dorn,10.335
11.0,10.0,dorn03,dorn,10.415
10.0,8.0,dorn07,dorn,13.745
11.0,9.0,dorn03,dorn,15.857
10.0,9.0,dorn12,dorn,10.036
11.0,8.0,dorn08,dorn,16.19
10.0,9.0,dorn13,dorn,1208.4
11.0,9.0,dorn13,dorn,1709.997
10.0,9.0,dorn08,dorn,8.28
11.0,9.0,dorn13,dorn,16.339
11.0,9.0,dorn03,dorn,43.729
11.0,10.0,dorn12,dorn,15.943
10.0,9.0,dorn11,dorn,8.633
10.0,9.0,dorn11,dorn,8.543
10.0,9.0,dorn08,dorn,8.758
10.0,9.0,dorn13,dorn,10.198
10.0,10.0,dorn13,dorn,13.705
10.0,9.0,dorn11,dorn,8.594
10.0,11.0,dorn07,dorn,125.825
11.0,9.0,dorn03,dorn,2434.661
11.0,9.0,dorn13,dorn,9.277
10.0,10.0,dorn03,dorn,309.146
11.0,10.0,dorn03,dorn,11.036
9.0,11.0,dorn07,dorn,2354.294
11.0,8.0,dorn08,dorn,5951.933
10.0,10.0,dorn07,dorn,21.365
10.0,9.0,dorn11,dorn,1144.363
11.0,10.0,dorn08,dorn,3354.268
10.0,9.0,dorn12,dorn,6.381
10.0,9.0,dorn03,dorn,371.816
10.0,9.0,dorn11,dorn,19.99
10.0,9.0,dorn12,dorn,9.747
10.0,9.0,dorn03,dorn,18.335
10.0,9.0,dorn08,dorn,16.917
9.0,9.0,dorn08,dorn,15.781
10.0,9.0,dorn03,dorn,11.611
10.0,9.0,dorn07,dorn,10.684
10.0,10.0,dorn03,dorn,11.367
10.0,8.0,dorn08,dorn,18.165
10.0,8.0,dorn11,dorn,10.421
10.0,9.0,dorn11,dorn,13.334
11.0,9.0,dorn08,dorn,1159.237
10.0,9.0,dorn11,dorn,9.313
11.0,9.0,dorn03,dorn,31.589
10.0,9.0,dorn15,dorn,13.91
10.0,9.0,dorn12,dorn,10.726
11.0,10.0,dorn03,dorn,1840.866
11.0,9.0,dorn08,dorn,22.652
10.0,9.0,dorn12,dorn,8.328
10.0,9.0,dorn08,dorn,42.491
10.0,9.0,dorn15,dorn,1383.802
10.0,9.0,dorn12,dorn,17.7
10.0,9.0,dorn11,dorn,6.52
10.0,9.0,dorn02,dorn,13.789
11.0,8.0,dorn08,dorn,9.177
10.0,9.0,dorn15,dorn,10.014
10.0,9.0,dorn08,dorn,13.931
11.0,9.0,dorn11,dorn,14.43
10.0,9.0,dorn07,dorn,15.44
11.0,9.0,dorn12,dorn,320.87
10.0,9.0,dorn03,dorn,534.249
10.0,8.0,dorn02,dorn,10.668
10.0,8.0,dorn03,dorn,19.124
10.0,9.0,dorn02,dorn,11.781
10.0,9.0,dorn15,dorn,7.71
10.0,9.0,dorn11,dorn,14.502
10.0,9.0,dorn07,dorn,13.516
11.0,10.0,dorn08,dorn,13.729
11.0,9.0,dorn03,dorn,1059.418
10.0,8.0,dorn02,dorn,10.377
10.0,8.0,dorn02,dorn,7.179
10.0,9.0,dorn07,dorn,14.803
11.0,8.0,dorn08,dorn,19.679
11.0,9.0,dorn12,dorn,10.236
10.0,9.0,dorn03,dorn,8.883
10.0,9.0,dorn03,dorn,11.205
10.0,9.0,dorn02,dorn,14.563
10.0,9.0,dorn15,dorn,9.425
11.0,9.0,dorn08,dorn,7.158
11.0,9.0,dorn08,dorn,9.498
10.0,9.0,dorn15,dorn,6.498
11.0,9.0,dorn03,dorn,8.03
11.0,9.0,dorn08,dorn,8.856
10.0,8.0,dorn15,dorn,12.564
10.0,9.0,dorn03,dorn,6.81
10.0,9.0,dorn07,dorn,1897.543
11.0,9.0,dorn12,dorn,5.789
10.0,9.0,dorn05,dorn,6.735
10.0,9.0,dorn15,dorn,8.366
,,dorn02,dorn,0.07
,,dorn02,dorn,0.065
10.0,9.0,dorn11,dorn,8.519
,,dorn02,dorn,0.051
10.0,8.0,dorn07,dorn,17.379
9.0,9.0,dorn11,dorn,14.278
,,dorn02,dorn,0.053
10.0,9.0,dorn11,dorn,6.632
,,dorn02,dorn,0.065
11.0,9.0,dorn11,dorn,6.97
10.0,9.0,dorn07,dorn,21.052
11.0,9.0,dorn12,dorn,2758.955
,,dorn02,dorn,0.068
11.0,9.0,dorn12,dorn,3542.281
10.0,9.0,dorn11,dorn,5.947
10.0,9.0,dorn15,dorn,6.365
10.0,9.0,dorn07,dorn,15.322
11.0,9.0,dorn12,dorn,8.908
10.0,9.0,dorn03,dorn,195.823
10.0,9.0,dorn05,dorn,5.457
10.0,9.0,dorn05,dorn,10.907
10.0,9.0,dorn03,dorn,3082.921
11.0,9.0,dorn11,dorn,7.412
11.0,11.0,dorn07,dorn,30.458
11.0,9.0,dorn12,dorn,11.249
10.0,9.0,dorn08,dorn,6.952
11.0,9.0,dorn08,dorn,1955.35
10.0,9.0,dorn05,dorn,7.252
,,dorn02,dorn,0.068
10.0,8.0,dorn02,dorn,13.013
11.0,8.0,dorn08,dorn,14.665
10.0,9.0,dorn05,dorn,2884.331
11.0,10.0,dorn07,dorn,18.431
10.0,9.0,dorn05,dorn,5.283
11.0,9.0,dorn08,dorn,21.637
10.0,9.0,dorn05,dorn,5.668
10.0,9.0,dorn03,dorn,683.905
10.0,9.0,dorn07,dorn,12.306
10.0,9.0,dorn07,dorn,15.093
10.0,9.0,dorn03,dorn,8.689
10.0,8.0,dorn02,dorn,9.629
10.0,10.0,dorn02,dorn,9.683
11.0,9.0,dorn11,dorn,816.088
10.0,8.0,dorn15,dorn,11.184
11.0,9.0,dorn13,dorn,13.646
11.0,8.0,dorn13,dorn,12.132
10.0,9.0,dorn05,dorn,3.716
10.0,9.0,dorn05,dorn,3.934
11.0,9.0,dorn11,dorn,7.221
10.0,8.0,dorn08,dorn,8911.224
11.0,9.0,dorn13,dorn,14.007
10.0,9.0,dorn03,dorn,7.213
10.0,9.0,dorn11,dorn,28388.531
10.0,10.0,dorn11,dorn,32.86
11.0,9.0,dorn11,dorn,6.87
11.0,10.0,dorn15,dorn,8.516
11.0,9.0,dorn03,dorn,8.103
10.0,9.0,dorn12,dorn,5.943
10.0,9.0,dorn03,dorn,1453.358
10.0,8.0,dorn07,dorn,24.383
11.0,9.0,dorn11,dorn,13.789
10.0,9.0,dorn05,dorn,5.18
10.0,8.0,dorn02,dorn,8.58
10.0,9.0,dorn05,dorn,5.532
11.0,9.0,dorn03,dorn,2885.295
11.0,10.0,dorn08,dorn,9.759
9.0,9.0,dorn05,dorn,5.99
10.0,8.0,dorn07,dorn,15.563
11.0,9.0,dorn13,dorn,16.049
10.0,9.0,dorn05,dorn,7.234
11.0,9.0,dorn11,dorn,13.165
10.0,9.0,dorn03,dorn,2418.144
11.0,9.0,dorn15,dorn,10.511
10.0,9.0,dorn02,dorn,15.198
10.0,9.0,dorn07,dorn,16.705
11.0,9.0,dorn08,dorn,27.421
10.0,9.0,dorn11,dorn,7.121
10.0,9.0,dorn05,dorn,3.963
11.0,9.0,dorn13,dorn,8.154
11.0,9.0,dorn08,dorn,7.612
10.0,9.0,dorn03,dorn,3507.229
11.0,9.0,dorn03,dorn,9.589
10.0,9.0,dorn08,dorn,14.007
10.0,10.0,dorn11,dorn,755.239
10.0,9.0,dorn07,dorn,17.069
10.0,9.0,dorn13,dorn,9.649
10.0,9.0,dorn05,dorn,7.388
10.0,8.0,dorn15,dorn,9.574
10.0,9.0,dorn08,dorn,10.222
10.0,9.0,dorn08,dorn,11.689
10.0,9.0,dorn11,dorn,10.89
9.0,9.0,dorn05,dorn,8.825
10.0,9.0,dorn07,dorn,19.863
10.0,9.0,dorn02,dorn,9.247
11.0,9.0,dorn05,dorn,8.066
11.0,9.0,dorn13,dorn,1434.769
11.0,9.0,dorn03,dorn,286.879
10.0,9.0,dorn11,dorn,6.281
11.0,11.0,dorn12,dorn,8.561
11.0,10.0,dorn03,dorn,16.618
10.0,8.0,dorn02,dorn,12.053
11.0,9.0,dorn13,dorn,679.552
10.0,9.0,dorn11,dorn,876.399
11.0,9.0,dorn13,dorn,14.653
10.0,9.0,dorn03,dorn,689.389
10.0,9.0,dorn07,dorn,2402.425
10.0,10.0,dorn15,dorn,9.717
10.0,9.0,dorn07,dorn,17.301
10.0,8.0,dorn08,dorn,15.948
10.0,9.0,dorn11,dorn,1836.219
10.0,9.0,dorn05,dorn,5.659
11.0,9.0,dorn13,dorn,4802.552
10.0,8.0,dorn15,dorn,9.533
11.0,8.0,dorn08,dorn,14.535
10.0,9.0,dorn12,dorn,10307.208
10.0,9.0,dorn03,dorn,9.608
10.0,9.0,dorn03,dorn,7.237
10.0,8.0,dorn02,dorn,11.812
10.0,9.0,dorn12,dorn,3929.663
10.0,9.0,dorn12,dorn,10.571
10.0,9.0,dorn15,dorn,13.119
10.0,9.0,dorn11,dorn,7.18
10.0,9.0,dorn15,dorn,10.314
11.0,9.0,dorn12,dorn,17.891
10.0,8.0,dorn08,dorn,38.916
10.0,9.0,dorn11,dorn,6.852
10.0,9.0,dorn12,dorn,6.183
10.0,8.0,dorn02,dorn,9.516
10.0,9.0,dorn05,dorn,3.602
10.0,9.0,dorn12,dorn,10.244
11.0,9.0,dorn13,dorn,9.859
10.0,9.0,dorn05,dorn,3.704
10.0,9.0,dorn02,dorn,15.053
10.0,8.0,dorn13,dorn,37.367
10.0,9.0,dorn15,dorn,8.471
10.0,9.0,dorn11,dorn,4463.053
11.0,9.0,dorn09,dorn,678.834
10.0,9.0,dorn05,dorn,6.08
10.0,8.0,dorn12,dorn,17.038
10.0,9.0,dorn11,dorn,4.932
10.0,9.0,dorn11,dorn,9.755
10.0,8.0,dorn07,dorn,95.885
10.0,9.0,dorn08,dorn,40.409
10.0,8.0,dorn13,dorn,14.153
10.0,9.0,dorn07,dorn,26.255
11.0,9.0,dorn09,dorn,13.126
10.0,9.0,dorn05,dorn,4.807
10.0,9.0,dorn05,dorn,6.86
11.0,11.0,dorn07,dorn,33.271
10.0,8.0,dorn12,dorn,23.062
10.0,9.0,dorn11,dorn,10.494
11.0,11.0,dorn09,dorn,23.773
10.0,9.0,dorn15,dorn,5071.057
10.0,8.0,dorn13,dorn,1629.694
10.0,8.0,dorn02,dorn,10.787
10.0,9.0,dorn03,dorn,35.436
10.0,10.0,dorn03,dorn,9.99
10.0,8.0,dorn13,dorn,13.856
10.0,9.0,dorn03,dorn,16.178
11.0,11.0,dorn07,dorn,31.762
10.0,8.0,dorn08,dorn,11.565
10.0,9.0,dorn05,dorn,687.39
11.0,11.0,dorn15,dorn,9.533
10.0,8.0,dorn08,dorn,8.421
11.0,9.0,dorn03,dorn,9.372
11.0,11.0,dorn11,dorn,2341.989
11.0,9.0,dorn12,dorn,11.907
11.0,9.0,dorn03,dorn,291.678
10.0,9.0,dorn13,dorn,11.08
11.0,8.0,dorn09,dorn,14.649
11.0,9.0,dorn13,dorn,2595.167
11.0,8.0,dorn09,dorn,22.033
10.0,9.0,dorn12,dorn,11.168
10.0,8.0,dorn15,dorn,10.936
11.0,9.0,dorn13,dorn,2291.385
10.0,9.0,dorn05,dorn,4.793
10.0,9.0,dorn07,dorn,827.335
10.0,9.0,dorn05,dorn,4.382
10.0,8.0,dorn02,dorn,10.168
10.0,8.0,dorn15,dorn,8.565
10.0,8.0,dorn02,dorn,10.351
10.0,9.0,dorn11,dorn,6.738
10.0,9.0,dorn05,dorn,5.55
11.0,9.0,dorn11,dorn,10.256
11.0,9.0,dorn12,dorn,7.408
11.0,8.0,dorn09,dorn,24.25
10.0,9.0,dorn05,dorn,3.241
10.0,9.0,dorn11,dorn,11.138
11.0,9.0,dorn12,dorn,12.909
11.0,9.0,dorn09,dorn,11.933
11.0,9.0,dorn13,dorn,8.804
10.0,9.0,dorn15,dorn,7.67
11.0,9.0,dorn09,dorn,10.591
10.0,10.0,dorn07,dorn,16.447
11.0,10.0,dorn11,dorn,98.427
11.0,10.0,dorn15,dorn,12.987
10.0,9.0,dorn07,dorn,16.5
10.0,8.0,dorn02,dorn,8.681
11.0,9.0,dorn13,dorn,20.352
11.0,8.0,dorn08,dorn,23.035
11.0,8.0,dorn13,dorn,7.928
10.0,9.0,dorn07,dorn,28.888
10.0,9.0,dorn12,dorn,9.932
11.0,9.0,dorn08,dorn,9.63
10.0,9.0,dorn11,dorn,11.925
11.0,9.0,dorn09,dorn,17.313
11.0,10.0,dorn15,dorn,8.887
10.0,9.0,dorn08,dorn,8.631
11.0,10.0,dorn15,dorn,11.192
10.0,9.0,dorn11,dorn,6.425
11.0,9.0,dorn05,dorn,5.368
10.0,8.0,dorn13,dorn,10.289
10.0,9.0,dorn02,dorn,11.153
10.0,9.0,dorn07,dorn,25.211
10.0,9.0,dorn05,dorn,5.773
10.0,9.0,dorn11,dorn,6.615
11.0,8.0,dorn08,dorn,16.539
11.0,8.0,dorn08,dorn,13.623
10.0,8.0,dorn13,dorn,9.4
11.0,8.0,dorn12,dorn,4415.938
10.0,8.0,dorn15,dorn,8.225
11.0,8.0,dorn08,dorn,8.623
10.0,9.0,dorn11,dorn,6.309
10.0,9.0,dorn05,dorn,3.788
10.0,9.0,dorn03,dorn,14.946
10.0,9.0,dorn15,dorn,11.345
10.0,9.0,dorn05,dorn,6.084
10.0,8.0,dorn02,dorn,11.102
11.0,11.0,dorn09,dorn,15.625
10.0,9.0,dorn12,dorn,9.19
11.0,10.0,dorn03,dorn,302.759
10.0,9.0,dorn02,dorn,12.5
10.0,8.0,dorn07,dorn,2824.471
10.0,9.0,dorn05,dorn,7.213
10.0,9.0,dorn05,dorn,5.01
11.0,9.0,dorn11,dorn,12.777
10.0,9.0,dorn15,dorn,14.536
10.0,9.0,dorn05,dorn,7.067
10.0,9.0,dorn03,dorn,9.747
10.0,8.0,dorn02,dorn,13.181
10.0,9.0,dorn03,dorn,6.999
10.0,9.0,dorn03,dorn,6.86
10.0,8.0,dorn15,dorn,13.267
10.0,9.0,dorn02,dorn,10.177
10.0,8.0,dorn02,dorn,10.977
10.0,8.0,dorn02,dorn,12.914
11.0,10.0,dorn09,dorn,34.967
10.0,9.0,dorn12,dorn,11.641
11.0,9.0,dorn05,dorn,8.734
11.0,9.0,dorn05,dorn,5.111
10.0,9.0,dorn03,dorn,7.031
10.0,9.0,dorn05,dorn,9.203
10.0,9.0,dorn11,dorn,6.574
11.0,9.0,dorn09,dorn,9.297
10.0,9.0,dorn11,dorn,7.008
10.0,9.0,dorn12,dorn,22.256
11.0,11.0,dorn09,dorn,24.621
10.0,9.0,dorn05,dorn,7.454
10.0,9.0,dorn05,dorn,4.15
11.0,9.0,dorn03,dorn,17.442
11.0,10.0,dorn08,dorn,15.983
10.0,9.0,dorn11,dorn,7.979
10.0,9.0,dorn12,dorn,33.692
11.0,9.0,dorn09,dorn,14.811
11.0,9.0,dorn03,dorn,2576.59
10.0,9.0,dorn03,dorn,851.908
10.0,8.0,dorn02,dorn,9.342
11.0,8.0,dorn13,dorn,11.003
10.0,8.0,dorn02,dorn,13.463
10.0,9.0,dorn15,dorn,9.612
10.0,9.0,dorn07,dorn,15.142
10.0,8.0,dorn12,dorn,17.038
10.0,9.0,dorn05,dorn,4.011
10.0,9.0,dorn11,dorn,10.191
11.0,8.0,dorn13,dorn,11.421
11.0,10.0,dorn15,dorn,8.115
11.0,10.0,dorn08,dorn,7.396
11.0,9.0,dorn05,dorn,3.959
10.0,8.0,dorn02,dorn,10.959
10.0,9.0,dorn11,dorn,7.304
10.0,9.0,dorn13,dorn,27.72
11.0,9.0,dorn13,dorn,12.735
11.0,9.0,dorn08,dorn,8.073
10.0,10.0,dorn11,dorn,288.086
11.0,9.0,dorn08,dorn,24.229
10.0,8.0,dorn02,dorn,10.311
10.0,9.0,dorn05,dorn,5.178
10.0,9.0,dorn11,dorn,5.796
10.0,9.0,dorn05,dorn,3.409
11.0,8.0,dorn13,dorn,9.683
11.0,9.0,dorn09,dorn,10.177
11.0,9.0,dorn09,dorn,9.438
10.0,9.0,dorn03,dorn,1770.795
11.0,9.0,dorn03,dorn,715.327
10.0,9.0,dorn11,dorn,10.296
10.0,9.0,dorn07,dorn,16.283
10.0,9.0,dorn03,dorn,11.967
10.0,9.0,dorn12,dorn,10.131
11.0,9.0,dorn11,dorn,35.767
11.0,9.0,dorn09,dorn,14.556
11.0,9.0,dorn09,dorn,9.958
10.0,10.0,dorn02,dorn,8.792
10.0,9.0,dorn05,dorn,7.45
11.0,9.0,dorn09,dorn,17.095
10.0,9.0,dorn15,dorn,11.799
11.0,9.0,dorn09,dorn,7.589
10.0,9.0,dorn12,dorn,5.648
11.0,9.0,dorn11,dorn,
11.0,9.0,dorn09,dorn,9.447
10.0,10.0,dorn02,dorn,
11.0,10.0,dorn03,dorn,8.568
11.0,9.0,dorn03,dorn,8.132
10.0,9.0,dorn05,dorn,3.884
10.0,9.0,dorn05,dorn,3.752
10.0,8.0,dorn02,dorn,
10.0,9.0,dorn12,dorn,13.856
10.0,9.0,dorn15,dorn,
10.0,8.0,dorn07,dorn,3430.257
11.0,9.0,dorn13,dorn,
10.0,8.0,dorn02,dorn,
9.0,9.0,dorn05,dorn,5.614
10.0,9.0,dorn12,dorn,13.061
10.0,9.0,dorn11,dorn,
10.0,8.0,dorn02,dorn,
10.0,9.0,dorn05,dorn,4.028
11.0,10.0,dorn03,dorn,8.54
10.0,9.0,dorn07,dorn,19.049
10.0,10.0,dorn15,dorn,
11.0,9.0,dorn09,dorn,15.156
9.0,9.0,dorn999,dorn,3.976
9.0,9.0,dorn999,dorn,4.661
11.0,11.0,dorn999,dorn,1.874
10.0,9.0,dorn15,dorn,
11.0,9.0,dorn08,dorn,
10.0,9.0,dorn03,dorn,831.619
11.0,9.0,dorn09,dorn,11.194
10.0,9.0,dorn12,dorn,5.102
9.0,9.0,dorn999,dorn,1.434
11.0,9.0,dorn13,dorn,
10.0,9.0,dorn07,dorn,36.868
11.0,9.0,dorn08,dorn,
10.0,9.0,dorn11,dorn,
11.0,9.0,dorn09,dorn,8.192
11.0,9.0,dorn13,dorn,
10.0,9.0,dorn08,dorn,
10.0,9.0,dorn03,dorn,10.473
11.0,9.0,dorn13,dorn,
10.0,9.0,dorn13,dorn,
11.0,8.0,dorn08,dorn,
11.0,9.0,dorn07,dorn,16.478
11.0,9.0,dorn09,dorn,7.569
10.0,9.0,dorn12,dorn,8.062
11.0,9.0,dorn09,dorn,12.911
10.0,9.0,dorn15,dorn,
9.0,9.0,dorn999,dorn,3.458
9.0,9.0,dorn999,dorn,3.885
11.0,9.0,dorn13,dorn,
11.0,9.0,dorn13,dorn,
9.0,9.0,dorn999,dorn,2.843
9.0,9.0,dorn999,dorn,2.626
10.0,9.0,dorn05,dorn,3.726
9.0,9.0,dorn999,dorn,3.392
11.0,9.0,dorn13,dorn,
10.0,10.0,dorn15,dorn,
10.0,9.0,dorn05,dorn,5.485
10.0,9.0,dorn05,dorn,7.224
10.0,9.0,dorn07,dorn,23.358
