thermal,met,userid,experimentid,responseSpeed
11.0,11.0,dorn09,dorn,7.736
10.0,9.0,dorn13,dorn,19.877
10.0,9.0,dorn05,dorn,4.274
11.0,10.0,dorn12,dorn,12.721
11.0,9.0,dorn03,dorn,52695.794
10.0,9.0,dorn01,dorn,29.807
10.0,9.0,dorn02,dorn,9.972
11.0,8.0,dorn09,dorn,8.417
11.0,10.0,dorn15,dorn,8.632
10.0,8.0,dorn02,dorn,9.524
11.0,9.0,dorn12,dorn,12.305
10.0,8.0,dorn07,dorn,22.127
10.0,9.0,dorn03,dorn,17.23
9.0,9.0,dorn14,dorn,1563.416
10.0,9.0,dorn05,dorn,3.693
10.0,8.0,dorn02,dorn,7.589
9.0,9.0,dorn09,dorn,9.415
11.0,9.0,dorn15,dorn,10.33
11.0,9.0,dorn09,dorn,9.367
10.0,10.0,dorn03,dorn,3245.474
11.0,9.0,dorn07,dorn,33.713
10.0,9.0,dorn05,dorn,4.086
11.0,8.0,dorn01,dorn,16.342
10.0,9.0,dorn03,dorn,1127.266
10.0,9.0,dorn14,dorn,1333.593
11.0,9.0,dorn01,dorn,14.632
11.0,10.0,dorn07,dorn,9.659
11.0,9.0,dorn05,dorn,6.28
10.0,9.0,dorn15,dorn,6.65
11.0,8.0,dorn08,dorn,27.685
11.0,10.0,dorn07,dorn,29.194
9.0,10.0,dorn03,dorn,19.08
10.0,9.0,dorn15,dorn,7.428
11.0,10.0,dorn03,dorn,10.983
10.0,8.0,dorn13,dorn,37.969
10.0,9.0,dorn14,dorn,2627.648
11.0,8.0,dorn13,dorn,12.472
11.0,10.0,dorn03,dorn,1223.492
9.0,10.0,dorn03,dorn,10.872
10.0,8.0,dorn13,dorn,7.882
10.0,8.0,dorn02,dorn,16.478
10.0,8.0,dorn13,dorn,12.543
10.0,9.0,dorn07,dorn,41.039
10.0,9.0,dorn05,dorn,6.067
11.0,9.0,dorn03,dorn,14.361
11.0,9.0,dorn09,dorn,16.037
10.0,9.0,dorn05,dorn,4.123
11.0,9.0,dorn12,dorn,5.502
10.0,9.0,dorn14,dorn,3804.291
10.0,9.0,dorn15,dorn,8.418
10.0,8.0,dorn02,dorn,9.312
10.0,9.0,dorn12,dorn,8.423
10.0,9.0,dorn14,dorn,24.99
10.0,9.0,dorn08,dorn,13.068
10.0,9.0,dorn07,dorn,18.804
11.0,9.0,dorn09,dorn,6.181
10.0,9.0,dorn18,dorn,10.104
11.0,8.0,dorn08,dorn,9.45
9.0,9.0,dorn09,dorn,14.685
10.0,8.0,dorn15,dorn,9.542
10.0,8.0,dorn01,dorn,14.608
10.0,8.0,dorn15,dorn,11.81
10.0,9.0,dorn18,dorn,6.543
10.0,9.0,dorn18,dorn,6.774
10.0,9.0,dorn07,dorn,10582.829
10.0,9.0,dorn12,dorn,4.984
10.0,9.0,dorn07,dorn,38.499
11.0,9.0,dorn09,dorn,6.789
10.0,8.0,dorn02,dorn,9.993
10.0,9.0,dorn02,dorn,10.966
11.0,9.0,dorn09,dorn,8.909
10.0,9.0,dorn15,dorn,7.651
11.0,9.0,dorn05,dorn,5.044
11.0,9.0,dorn09,dorn,5.514
10.0,9.0,dorn02,dorn,13.97
11.0,9.0,dorn12,dorn,12.066
11.0,11.0,dorn09,dorn,9.081
11.0,9.0,dorn03,dorn,12.055
10.0,9.0,dorn20,dorn,31.72
10.0,9.0,dorn12,dorn,8.61
10.0,9.0,dorn14,dorn,164.035
10.0,9.0,dorn20,dorn,16.859
10.0,10.0,dorn20,dorn,56.77
10.0,8.0,dorn18,dorn,10.039
11.0,10.0,dorn20,dorn,14.559
10.0,10.0,dorn18,dorn,18.364
10.0,9.0,dorn20,dorn,24.379
10.0,8.0,dorn02,dorn,12.914
11.0,9.0,dorn14,dorn,11.51
10.0,9.0,dorn20,dorn,18.782
10.0,9.0,dorn12,dorn,8.481
10.0,9.0,dorn20,dorn,16.895
10.0,9.0,dorn08,dorn,9.867
10.0,9.0,dorn02,dorn,9.905
11.0,10.0,dorn20,dorn,16.692
10.0,9.0,dorn07,dorn,20.491
11.0,9.0,dorn01,dorn,13.404
10.0,9.0,dorn20,dorn,14.868
10.0,9.0,dorn09,dorn,12.516
10.0,9.0,dorn18,dorn,15.636
10.0,9.0,dorn07,dorn,30.646
11.0,9.0,dorn08,dorn,6.27
11.0,9.0,dorn06,dorn,8.267
11.0,9.0,dorn05,dorn,4.231
10.0,9.0,dorn07,dorn,18.794
11.0,9.0,dorn01,dorn,11.475
11.0,10.0,dorn08,dorn,10.437
11.0,11.0,dorn12,dorn,8.957
10.0,9.0,dorn18,dorn,11.125
10.0,9.0,dorn07,dorn,31.295
10.0,9.0,dorn20,dorn,15.294
11.0,9.0,dorn01,dorn,13.504
10.0,9.0,dorn18,dorn,3426.09
11.0,9.0,dorn06,dorn,26.726
11.0,9.0,dorn06,dorn,30.518
10.0,9.0,dorn14,dorn,6.533
10.0,9.0,dorn07,dorn,67.143
10.0,9.0,dorn05,dorn,3.374
11.0,9.0,dorn09,dorn,27.482
10.0,9.0,dorn05,dorn,8.912
10.0,9.0,dorn05,dorn,5.963
10.0,9.0,dorn18,dorn,6.893
11.0,8.0,dorn08,dorn,5484.853
10.0,8.0,dorn02,dorn,9.921
11.0,11.0,dorn20,dorn,19.275
11.0,8.0,dorn06,dorn,23.436
10.0,9.0,dorn14,dorn,9.901
10.0,8.0,dorn09,dorn,25.621
11.0,10.0,dorn20,dorn,26.572
10.0,9.0,dorn07,dorn,11.846
11.0,8.0,dorn08,dorn,2262.995
10.0,8.0,dorn20,dorn,12.115
10.0,9.0,dorn15,dorn,8.788
11.0,9.0,dorn09,dorn,12.626
10.0,9.0,dorn18,dorn,6.642
11.0,9.0,dorn09,dorn,15.034
10.0,9.0,dorn15,dorn,8.388
11.0,8.0,dorn20,dorn,16.626
9.0,10.0,dorn20,dorn,29.909
10.0,9.0,dorn15,dorn,6.665
10.0,9.0,dorn03,dorn,12466.795
10.0,10.0,dorn02,dorn,12.809
10.0,9.0,dorn07,dorn,8.503
10.0,8.0,dorn02,dorn,8.903
10.0,9.0,dorn07,dorn,10.575
10.0,8.0,dorn02,dorn,7.912
10.0,9.0,dorn03,dorn,12.277
11.0,9.0,dorn06,dorn,27.958
11.0,9.0,dorn09,dorn,11.096
10.0,8.0,dorn02,dorn,7.011
10.0,9.0,dorn03,dorn,13.478
11.0,10.0,dorn20,dorn,13.582
10.0,10.0,dorn20,dorn,9.218
10.0,9.0,dorn12,dorn,4.521
11.0,10.0,dorn20,dorn,13.155
10.0,8.0,dorn02,dorn,8.132
10.0,9.0,dorn05,dorn,5.054
10.0,9.0,dorn01,dorn,15.909
11.0,9.0,dorn08,dorn,22.384
11.0,9.0,dorn09,dorn,5.435
11.0,9.0,dorn08,dorn,15.829
10.0,9.0,dorn05,dorn,3.579
10.0,8.0,dorn01,dorn,10.103
10.0,9.0,dorn14,dorn,1078.525
10.0,9.0,dorn20,dorn,9.824
11.0,9.0,dorn12,dorn,8.128
11.0,10.0,dorn03,dorn,23.68
11.0,10.0,dorn20,dorn,11.834
10.0,9.0,dorn15,dorn,9.152
10.0,9.0,dorn20,dorn,592.838
10.0,9.0,dorn14,dorn,17.546
11.0,10.0,dorn20,dorn,98.709
11.0,8.0,dorn08,dorn,10.494
11.0,10.0,dorn20,dorn,15.855
11.0,9.0,dorn06,dorn,14.972
11.0,10.0,dorn20,dorn,8.858
11.0,9.0,dorn01,dorn,16.143
10.0,8.0,dorn02,dorn,9.625
11.0,10.0,dorn20,dorn,11.311
10.0,9.0,dorn20,dorn,14.826
10.0,10.0,dorn20,dorn,14.458
10.0,9.0,dorn03,dorn,8.765
11.0,9.0,dorn05,dorn,3.959
11.0,8.0,dorn02,dorn,14.638
9.0,9.0,dorn20,dorn,10.037
11.0,9.0,dorn07,dorn,14.112
9.0,9.0,dorn06,dorn,18.948
10.0,9.0,dorn18,dorn,7.301
9.0,9.0,dorn20,dorn,10.257
10.0,9.0,dorn14,dorn,7.216
10.0,9.0,dorn20,dorn,2821.901
10.0,9.0,dorn20,dorn,9.676
11.0,9.0,dorn09,dorn,5.224
10.0,9.0,dorn05,dorn,4.243
10.0,9.0,dorn18,dorn,15.53
11.0,9.0,dorn07,dorn,86.754
11.0,9.0,dorn06,dorn,39.475
11.0,9.0,dorn12,dorn,14.78
11.0,9.0,dorn01,dorn,11.778
10.0,8.0,dorn02,dorn,9.607
11.0,9.0,dorn09,dorn,5.744
10.0,9.0,dorn20,dorn,2661.069
11.0,8.0,dorn02,dorn,10.487
11.0,11.0,dorn12,dorn,10.701
11.0,10.0,dorn20,dorn,12.543
11.0,11.0,dorn09,dorn,7.587
10.0,10.0,dorn20,dorn,11.496
11.0,9.0,dorn12,dorn,8.942
11.0,9.0,dorn06,dorn,20.482
11.0,9.0,dorn02,dorn,9.268
10.0,9.0,dorn18,dorn,4104.072
11.0,10.0,dorn07,dorn,8.141
11.0,9.0,dorn09,dorn,16.139
11.0,10.0,dorn06,dorn,26.92
10.0,9.0,dorn14,dorn,6993.188
10.0,9.0,dorn18,dorn,20.461
10.0,9.0,dorn14,dorn,1102.643
11.0,9.0,dorn09,dorn,10.246
10.0,9.0,dorn18,dorn,7.572
11.0,9.0,dorn15,dorn,10.321
10.0,9.0,dorn18,dorn,8.969
10.0,9.0,dorn01,dorn,8.463
10.0,9.0,dorn15,dorn,8.51
10.0,9.0,dorn15,dorn,6.305
10.0,9.0,dorn11,dorn,8.674
10.0,9.0,dorn07,dorn,18.351
10.0,8.0,dorn02,dorn,10.167
11.0,9.0,dorn02,dorn,8.76
10.0,10.0,dorn20,dorn,14.72
10.0,9.0,dorn12,dorn,4.103
10.0,9.0,dorn02,dorn,10.344
10.0,9.0,dorn01,dorn,19.658
10.0,9.0,dorn20,dorn,11.662
10.0,8.0,dorn11,dorn,8.855
11.0,9.0,dorn09,dorn,5.874
10.0,9.0,dorn14,dorn,4464.905
10.0,9.0,dorn15,dorn,6.696
9.0,9.0,dorn20,dorn,9.332
10.0,9.0,dorn03,dorn,11.686
10.0,9.0,dorn12,dorn,23.116
10.0,9.0,dorn14,dorn,7.807
10.0,10.0,dorn11,dorn,12.597
10.0,9.0,dorn07,dorn,19.463
10.0,9.0,dorn02,dorn,9.87
10.0,9.0,dorn20,dorn,11.966
10.0,9.0,dorn03,dorn,21.973
10.0,9.0,dorn20,dorn,8.037
11.0,8.0,dorn13,dorn,15.668
11.0,9.0,dorn05,dorn,6.856
10.0,8.0,dorn02,dorn,7.991
10.0,9.0,dorn18,dorn,10.37
10.0,9.0,dorn20,dorn,6.827
10.0,9.0,dorn12,dorn,8.826
10.0,9.0,dorn11,dorn,8.832
10.0,9.0,dorn05,dorn,3.988
10.0,9.0,dorn18,dorn,9.673
11.0,9.0,dorn15,dorn,11.296
10.0,8.0,dorn01,dorn,11.77
10.0,8.0,dorn02,dorn,7.24
10.0,9.0,dorn20,dorn,20.144
11.0,8.0,dorn13,dorn,19.286
10.0,10.0,dorn20,dorn,9.847
10.0,9.0,dorn07,dorn,17.103
10.0,9.0,dorn05,dorn,4.17
10.0,9.0,dorn20,dorn,8.211
10.0,9.0,dorn14,dorn,7036.995
10.0,9.0,dorn12,dorn,7.391
10.0,9.0,dorn14,dorn,6.971
10.0,9.0,dorn11,dorn,12.095
10.0,8.0,dorn02,dorn,9.921
11.0,9.0,dorn05,dorn,4.304
10.0,9.0,dorn15,dorn,11.944
11.0,9.0,dorn05,dorn,4.784
10.0,9.0,dorn09,dorn,9.11
10.0,9.0,dorn09,dorn,7.383
10.0,8.0,dorn12,dorn,10.127
10.0,9.0,dorn14,dorn,12.063
10.0,9.0,dorn11,dorn,7.899
10.0,9.0,dorn07,dorn,13.13
10.0,11.0,dorn07,dorn,15.691
11.0,9.0,dorn09,dorn,4.996
11.0,10.0,dorn20,dorn,2991.725
11.0,9.0,dorn09,dorn,6.18
10.0,10.0,dorn20,dorn,10.306
10.0,9.0,dorn05,dorn,4.013
11.0,11.0,dorn07,dorn,29.022
10.0,9.0,dorn12,dorn,3561.926
10.0,9.0,dorn12,dorn,8.86
11.0,11.0,dorn07,dorn,11.658
10.0,9.0,dorn05,dorn,5.55
11.0,9.0,dorn12,dorn,20.25
10.0,10.0,dorn11,dorn,47.748
10.0,9.0,dorn14,dorn,1056.996
10.0,9.0,dorn15,dorn,12.276
10.0,9.0,dorn05,dorn,4.164
10.0,9.0,dorn11,dorn,7.354
11.0,9.0,dorn09,dorn,17.119
11.0,10.0,dorn03,dorn,38236.369
10.0,9.0,dorn03,dorn,11.71
10.0,9.0,dorn12,dorn,5.312
10.0,10.0,dorn20,dorn,13.863
10.0,9.0,dorn14,dorn,1075.695
10.0,9.0,dorn03,dorn,13.232
11.0,9.0,dorn09,dorn,5.439
11.0,9.0,dorn09,dorn,7.385
10.0,9.0,dorn15,dorn,8.892
10.0,9.0,dorn03,dorn,33.682
10.0,9.0,dorn12,dorn,3.763
10.0,9.0,dorn12,dorn,11.416
10.0,9.0,dorn11,dorn,46.14
10.0,9.0,dorn20,dorn,7.955
11.0,10.0,dorn03,dorn,8.181
9.0,9.0,dorn14,dorn,2825.75
10.0,9.0,dorn05,dorn,4.796
11.0,9.0,dorn12,dorn,10.915
10.0,9.0,dorn09,dorn,7.07
10.0,9.0,dorn20,dorn,10.959
10.0,8.0,dorn11,dorn,790.715
10.0,9.0,dorn15,dorn,7.804
10.0,9.0,dorn07,dorn,13.739
10.0,9.0,dorn05,dorn,4.854
10.0,9.0,dorn14,dorn,10.42
10.0,9.0,dorn12,dorn,25.931
10.0,9.0,dorn11,dorn,17.579
11.0,9.0,dorn05,dorn,5.954
10.0,9.0,dorn06,dorn,13.845
11.0,9.0,dorn09,dorn,7.537
11.0,11.0,dorn12,dorn,8.268
10.0,9.0,dorn20,dorn,7.791
10.0,9.0,dorn06,dorn,17.732
10.0,9.0,dorn15,dorn,7.509
10.0,9.0,dorn20,dorn,10.865
10.0,9.0,dorn11,dorn,9.131
9.0,9.0,dorn20,dorn,8.919
10.0,9.0,dorn07,dorn,3671.965
10.0,9.0,dorn14,dorn,4043.115
11.0,10.0,dorn06,dorn,15.156
10.0,10.0,dorn03,dorn,1277.908
11.0,11.0,dorn09,dorn,13.66
11.0,11.0,dorn07,dorn,15.168
10.0,9.0,dorn05,dorn,5.721
10.0,9.0,dorn14,dorn,8.359
10.0,9.0,dorn12,dorn,8.744
10.0,9.0,dorn11,dorn,10.011
10.0,10.0,dorn20,dorn,637.745
9.0,9.0,dorn05,dorn,8.8
10.0,9.0,dorn18,dorn,7.61
11.0,10.0,dorn06,dorn,21.706
10.0,10.0,dorn18,dorn,10.498
10.0,10.0,dorn15,dorn,7.447
10.0,10.0,dorn07,dorn,15.01
11.0,9.0,dorn09,dorn,8.451
11.0,8.0,dorn06,dorn,19.509
11.0,10.0,dorn07,dorn,12.917
10.0,8.0,dorn20,dorn,21.212
10.0,10.0,dorn07,dorn,11.396
11.0,9.0,dorn05,dorn,10.864
10.0,9.0,dorn14,dorn,17.715
10.0,9.0,dorn12,dorn,8.887
10.0,9.0,dorn01,dorn,18.9
10.0,10.0,dorn20,dorn,3764.529
11.0,9.0,dorn09,dorn,37.283
10.0,9.0,dorn15,dorn,11.107
10.0,9.0,dorn11,dorn,3771.441
10.0,9.0,dorn01,dorn,15.431
11.0,10.0,dorn07,dorn,11.733
10.0,9.0,dorn18,dorn,6.037
11.0,9.0,dorn18,dorn,8.238
10.0,9.0,dorn07,dorn,8.581
10.0,8.0,dorn01,dorn,16.77
11.0,9.0,dorn06,dorn,11.196
11.0,9.0,dorn06,dorn,9.021
9.0,9.0,dorn20,dorn,12.327
9.0,9.0,dorn20,dorn,10.516
10.0,9.0,dorn15,dorn,7.706
9.0,9.0,dorn20,dorn,9.078
9.0,9.0,dorn20,dorn,7.475
10.0,9.0,dorn01,dorn,7.664
10.0,9.0,dorn03,dorn,3289.998
10.0,9.0,dorn09,dorn,10.004
9.0,9.0,dorn20,dorn,7.292
11.0,9.0,dorn12,dorn,8.807
10.0,10.0,dorn20,dorn,17.659
11.0,10.0,dorn06,dorn,14.146
10.0,9.0,dorn11,dorn,18.478
10.0,9.0,dorn20,dorn,8.001
10.0,9.0,dorn11,dorn,12.297
10.0,9.0,dorn20,dorn,7.235
11.0,9.0,dorn06,dorn,48.079
10.0,8.0,dorn07,dorn,15.347
10.0,9.0,dorn20,dorn,1747.749
11.0,9.0,dorn09,dorn,7.484
10.0,9.0,dorn14,dorn,6513.124
11.0,9.0,dorn06,dorn,14.025
10.0,9.0,dorn15,dorn,7.289
11.0,9.0,dorn12,dorn,8.12
10.0,9.0,dorn07,dorn,2328.984
10.0,9.0,dorn07,dorn,10.934
10.0,9.0,dorn14,dorn,2519.719
10.0,9.0,dorn15,dorn,9.054
11.0,8.0,dorn01,dorn,11861.35
11.0,9.0,dorn06,dorn,25.896
10.0,10.0,dorn07,dorn,20.612
10.0,9.0,dorn15,dorn,12.498
11.0,9.0,dorn07,dorn,11.474
10.0,10.0,dorn11,dorn,11.438
11.0,11.0,dorn12,dorn,52.218
10.0,9.0,dorn11,dorn,14.997
10.0,9.0,dorn01,dorn,2189.847
10.0,9.0,dorn18,dorn,6228.337
11.0,9.0,dorn09,dorn,6.678
11.0,9.0,dorn06,dorn,31.993
10.0,9.0,dorn14,dorn,395.065
10.0,9.0,dorn05,dorn,4.107
10.0,9.0,dorn12,dorn,6.982
11.0,9.0,dorn18,dorn,9.638
11.0,9.0,dorn18,dorn,7.856
11.0,9.0,dorn11,dorn,12.957
10.0,11.0,dorn07,dorn,8.895
11.0,8.0,dorn06,dorn,17.408
10.0,9.0,dorn12,dorn,8.279
10.0,9.0,dorn05,dorn,6.564
10.0,9.0,dorn05,dorn,5.423
9.0,8.0,dorn09,dorn,14.167
11.0,9.0,dorn15,dorn,10.25
10.0,9.0,dorn18,dorn,12.699
10.0,9.0,dorn07,dorn,9408.625
10.0,8.0,dorn01,dorn,9.294
10.0,8.0,dorn15,dorn,8.418
11.0,9.0,dorn18,dorn,6.575
10.0,9.0,dorn07,dorn,17.388
10.0,9.0,dorn07,dorn,17.086
10.0,9.0,dorn07,dorn,1874.841
11.0,8.0,dorn06,dorn,17.136
10.0,8.0,dorn18,dorn,17.413
10.0,9.0,dorn05,dorn,2.952
10.0,9.0,dorn05,dorn,3.72
10.0,9.0,dorn03,dorn,77659.019
10.0,9.0,dorn15,dorn,8.511
11.0,8.0,dorn06,dorn,17.568
10.0,8.0,dorn18,dorn,7.56
10.0,9.0,dorn12,dorn,197.171
10.0,9.0,dorn01,dorn,32.884
10.0,9.0,dorn14,dorn,1347.24
11.0,10.0,dorn02,dorn,11.926
10.0,9.0,dorn12,dorn,11.188
10.0,9.0,dorn02,dorn,12.942
10.0,9.0,dorn01,dorn,9.564
11.0,9.0,dorn09,dorn,15.538
11.0,10.0,dorn15,dorn,7.968
11.0,9.0,dorn02,dorn,10.232
9.0,8.0,dorn07,dorn,15.766
10.0,8.0,dorn18,dorn,6.73
11.0,9.0,dorn06,dorn,15.177
10.0,9.0,dorn12,dorn,8.654
10.0,9.0,dorn14,dorn,224.763
10.0,9.0,dorn18,dorn,6.064
10.0,9.0,dorn11,dorn,8.095
10.0,9.0,dorn12,dorn,4.354
10.0,9.0,dorn11,dorn,10.048
10.0,10.0,dorn18,dorn,7.589
10.0,8.0,dorn07,dorn,6090.299
11.0,9.0,dorn01,dorn,10.894
10.0,9.0,dorn07,dorn,17.352
11.0,9.0,dorn09,dorn,7.128
11.0,10.0,dorn02,dorn,12.544
10.0,9.0,dorn05,dorn,9.423
10.0,9.0,dorn15,dorn,8.339
10.0,9.0,dorn05,dorn,3.498
11.0,10.0,dorn02,dorn,14.506
10.0,9.0,dorn07,dorn,10.789
10.0,9.0,dorn14,dorn,5157.655
11.0,9.0,dorn01,dorn,1394.57
11.0,8.0,dorn09,dorn,12.726
10.0,9.0,dorn01,dorn,8.927
10.0,8.0,dorn02,dorn,9.52
10.0,9.0,dorn12,dorn,10.143
11.0,9.0,dorn06,dorn,14.15
10.0,8.0,dorn02,dorn,8.911
11.0,8.0,dorn18,dorn,3037.5
10.0,9.0,dorn14,dorn,4041.735
10.0,8.0,dorn02,dorn,6.852
11.0,10.0,dorn11,dorn,5139.855
10.0,8.0,dorn13,dorn,9.983
10.0,9.0,dorn01,dorn,10.148
11.0,11.0,dorn06,dorn,20.481
10.0,9.0,dorn14,dorn,6.754
11.0,10.0,dorn18,dorn,16.052
10.0,11.0,dorn11,dorn,12.489
10.0,9.0,dorn12,dorn,11.486
11.0,8.0,dorn02,dorn,9.392
10.0,10.0,dorn01,dorn,1117.649
11.0,9.0,dorn09,dorn,11.977
10.0,9.0,dorn05,dorn,7.265
10.0,9.0,dorn05,dorn,4.53
10.0,9.0,dorn03,dorn,14.84
10.0,9.0,dorn11,dorn,12.176
10.0,9.0,dorn12,dorn,10.257
10.0,9.0,dorn03,dorn,13.715
10.0,9.0,dorn05,dorn,4.553
10.0,9.0,dorn05,dorn,5.68
10.0,9.0,dorn07,dorn,4194.768
11.0,9.0,dorn09,dorn,8.726
10.0,9.0,dorn11,dorn,33.525
11.0,9.0,dorn15,dorn,8.029
10.0,9.0,dorn07,dorn,12.833
10.0,8.0,dorn02,dorn,9.188
11.0,9.0,dorn09,dorn,9.648
10.0,8.0,dorn11,dorn,15.169
10.0,9.0,dorn12,dorn,7.181
10.0,9.0,dorn13,dorn,8.314
10.0,8.0,dorn02,dorn,8.395
11.0,9.0,dorn09,dorn,35.251
11.0,9.0,dorn12,dorn,10.323
11.0,9.0,dorn09,dorn,9.034
10.0,9.0,dorn11,dorn,2392.43
10.0,9.0,dorn15,dorn,7.696
10.0,9.0,dorn05,dorn,4.172
10.0,9.0,dorn05,dorn,6.664
11.0,9.0,dorn12,dorn,171.866
10.0,9.0,dorn11,dorn,22.646
11.0,9.0,dorn03,dorn,10.477
11.0,11.0,dorn09,dorn,6.905
11.0,8.0,dorn03,dorn,647.245
10.0,9.0,dorn05,dorn,3.722
11.0,9.0,dorn13,dorn,14.458
9.0,8.0,dorn07,dorn,11.823
10.0,9.0,dorn03,dorn,15.181
10.0,9.0,dorn14,dorn,15.73
10.0,9.0,dorn11,dorn,13.284
11.0,9.0,dorn18,dorn,9.266
10.0,8.0,dorn13,dorn,8.693
10.0,8.0,dorn07,dorn,3145.066
10.0,9.0,dorn03,dorn,15.217
10.0,8.0,dorn01,dorn,13.467
10.0,8.0,dorn13,dorn,7.696
10.0,9.0,dorn01,dorn,9.223
10.0,8.0,dorn15,dorn,9.147
11.0,9.0,dorn09,dorn,8.858
10.0,10.0,dorn07,dorn,23.113
10.0,8.0,dorn02,dorn,9.083
10.0,9.0,dorn12,dorn,11.088
10.0,8.0,dorn15,dorn,8.314
10.0,8.0,dorn13,dorn,6.91
10.0,9.0,dorn11,dorn,2626.35
10.0,9.0,dorn05,dorn,4.213
10.0,8.0,dorn02,dorn,6.339
10.0,9.0,dorn01,dorn,8.916
10.0,9.0,dorn05,dorn,5.013
11.0,8.0,dorn01,dorn,15.786
10.0,9.0,dorn02,dorn,19.145
10.0,9.0,dorn05,dorn,3.922
10.0,9.0,dorn11,dorn,15.211
10.0,9.0,dorn15,dorn,8.376
11.0,8.0,dorn12,dorn,147.264
10.0,9.0,dorn14,dorn,675.81
10.0,8.0,dorn02,dorn,9.001
10.0,9.0,dorn01,dorn,2008.407
10.0,8.0,dorn08,dorn,9.413
10.0,10.0,dorn07,dorn,17.773
10.0,9.0,dorn12,dorn,8.455
11.0,9.0,dorn18,dorn,8.311
11.0,11.0,dorn15,dorn,10.17
10.0,10.0,dorn18,dorn,19.824
10.0,8.0,dorn02,dorn,7.197
10.0,9.0,dorn08,dorn,11.215
11.0,10.0,dorn07,dorn,11.125
10.0,8.0,dorn02,dorn,7.316
10.0,9.0,dorn12,dorn,8.233
10.0,9.0,dorn14,dorn,482.5
10.0,8.0,dorn02,dorn,8.249
10.0,8.0,dorn11,dorn,19.512
10.0,8.0,dorn02,dorn,10.445
10.0,9.0,dorn01,dorn,7.822
11.0,8.0,dorn08,dorn,9.584
10.0,9.0,dorn15,dorn,8.257
10.0,9.0,dorn18,dorn,10.94
10.0,8.0,dorn18,dorn,10.384
10.0,8.0,dorn18,dorn,20.199
11.0,9.0,dorn12,dorn,5.76
10.0,9.0,dorn14,dorn,2591.694
11.0,9.0,dorn09,dorn,8.662
10.0,10.0,dorn15,dorn,10.292
11.0,9.0,dorn09,dorn,8.122
10.0,10.0,dorn01,dorn,12.351
11.0,9.0,dorn13,dorn,16.998
11.0,9.0,dorn12,dorn,8479.043
11.0,9.0,dorn12,dorn,10.867
11.0,9.0,dorn13,dorn,22.392
10.0,9.0,dorn11,dorn,848.699
10.0,9.0,dorn03,dorn,6.404
11.0,9.0,dorn13,dorn,20.978
11.0,9.0,dorn09,dorn,12.156
10.0,9.0,dorn14,dorn,7.066
10.0,8.0,dorn13,dorn,10.406
11.0,10.0,dorn11,dorn,1534.22
11.0,9.0,dorn12,dorn,4.748
10.0,8.0,dorn01,dorn,18.156
10.0,8.0,dorn01,dorn,9.601
10.0,9.0,dorn05,dorn,6.649
11.0,9.0,dorn08,dorn,5499.88
10.0,9.0,dorn05,dorn,3.669
10.0,9.0,dorn15,dorn,10.016
11.0,9.0,dorn08,dorn,17.595
10.0,9.0,dorn05,dorn,5.051
10.0,9.0,dorn07,dorn,48.608
10.0,9.0,dorn14,dorn,1271.579
10.0,9.0,dorn01,dorn,7.997
11.0,9.0,dorn08,dorn,8.91
10.0,9.0,dorn08,dorn,11.447
11.0,9.0,dorn01,dorn,10.832
10.0,9.0,dorn07,dorn,53.225
10.0,9.0,dorn08,dorn,538.047
11.0,8.0,dorn08,dorn,10.026
10.0,9.0,dorn13,dorn,9.717
11.0,9.0,dorn07,dorn,9.64
10.0,8.0,dorn02,dorn,11.01
10.0,8.0,dorn02,dorn,6.779
10.0,9.0,dorn07,dorn,14.537
10.0,9.0,dorn11,dorn,3594.866
11.0,9.0,dorn18,dorn,18.674
10.0,9.0,dorn14,dorn,4248.873
11.0,9.0,dorn04,dorn,204.87
10.0,11.0,dorn07,dorn,8.307
9.0,9.0,dorn04,dorn,20.165
11.0,9.0,dorn12,dorn,5.038
11.0,10.0,dorn18,dorn,9.603
11.0,9.0,dorn08,dorn,7.431
11.0,9.0,dorn12,dorn,8.609
11.0,8.0,dorn02,dorn,6.095
11.0,10.0,dorn18,dorn,6.25
11.0,11.0,dorn07,dorn,15.496
11.0,9.0,dorn09,dorn,9.415
10.0,9.0,dorn13,dorn,7.844
10.0,9.0,dorn11,dorn,2536.605
11.0,8.0,dorn13,dorn,12.983
10.0,8.0,dorn02,dorn,6.329
10.0,8.0,dorn13,dorn,1183.99
10.0,9.0,dorn15,dorn,8.457
10.0,8.0,dorn13,dorn,10.5
11.0,9.0,dorn12,dorn,8.62
11.0,10.0,dorn07,dorn,8.63
10.0,9.0,dorn04,dorn,34.189
10.0,9.0,dorn01,dorn,818.219
10.0,9.0,dorn05,dorn,3.443
11.0,9.0,dorn09,dorn,7.302
10.0,8.0,dorn13,dorn,9.554
10.0,8.0,dorn20,dorn,7.974
10.0,10.0,dorn20,dorn,9.244
10.0,10.0,dorn01,dorn,11.251
10.0,9.0,dorn18,dorn,5.464
11.0,9.0,dorn09,dorn,8.465
11.0,10.0,dorn04,dorn,32.945
10.0,8.0,dorn15,dorn,8.266
10.0,9.0,dorn11,dorn,14.037
11.0,9.0,dorn18,dorn,11.371
11.0,9.0,dorn07,dorn,12.605
11.0,9.0,dorn09,dorn,10.299
11.0,8.0,dorn12,dorn,8.828
10.0,9.0,dorn14,dorn,41201.018
11.0,9.0,dorn03,dorn,12.694
11.0,9.0,dorn09,dorn,9.256
